paper,object_a,object_b,reason_class,evidence,resolvable,final_status
10.1039_d0cp03358h,CAND-10.103-084,CAND-10.103-085,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-084,CAND-10.103-086,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-084,CAND-10.103-087,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-084,CAND-10.103-088,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-084,CAND-10.103-089,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-084,CAND-10.103-090,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-084,CAND-10.103-091,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-084,CAND-10.103-092,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-084,CAND-10.103-093,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-084,CAND-10.103-094,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-084,CAND-10.103-095,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-085,CAND-10.103-088,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-085,CAND-10.103-089,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-085,CAND-10.103-090,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-085,CAND-10.103-091,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-085,CAND-10.103-092,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-085,CAND-10.103-094,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-085,CAND-10.103-095,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-086,CAND-10.103-088,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-086,CAND-10.103-089,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-086,CAND-10.103-090,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-086,CAND-10.103-091,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-086,CAND-10.103-092,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-086,CAND-10.103-094,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-086,CAND-10.103-095,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-087,CAND-10.103-088,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-087,CAND-10.103-089,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-087,CAND-10.103-090,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-087,CAND-10.103-091,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-087,CAND-10.103-092,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-087,CAND-10.103-094,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-087,CAND-10.103-095,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-088,CAND-10.103-092,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-088,CAND-10.103-093,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-088,CAND-10.103-095,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-089,CAND-10.103-092,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-089,CAND-10.103-093,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-089,CAND-10.103-095,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-090,CAND-10.103-092,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-090,CAND-10.103-093,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-090,CAND-10.103-095,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-091,CAND-10.103-092,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-091,CAND-10.103-093,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,CAND-10.103-091,CAND-10.103-095,CONDITION_ONLY_NO_POSITIVE_LINK,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same",no - by design,UNRESOLVED
10.1039_d0cp03358h,M::10.1039_d0cp03358h__Fig5b__exp02,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::10.1039_d0cp03358h__Fig5b__exp03,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::10.1039_d0cp03358h__Fig9b__exp01,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::10.1039_d0cp03358h__Fig9b__exp02,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::10.1039_d0cp03358h__Fig9b__exp03,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::10.1039_d0cp03358h__Fig9c__exp01,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::10.1039_d0cp03358h__Fig9c__exp02,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::10.1039_d0cp03358h__Fig9c__exp03,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::10.1039_d0cp03358h__Fig9e__exp01,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::10.1039_d0cp03358h__Fig9e__exp02,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::10.1039_d0cp03358h__Fig9e__exp03,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::10.1039_d0cp03358h__Fig9f__exp01,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::10.1039_d0cp03358h__Fig9f__exp02,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::10.1039_d0cp03358h__Fig9f__exp03,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::SUP::10.1039_d0cp03358h::F2a,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::SUP::10.1039_d0cp03358h::F2b,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::SUP::10.1039_d0cp03358h::F2c,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::SUP::10.1039_d0cp03358h::F2d,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
