paper,kind,reason_class,status,a,b,a_figure,b_figure,reason
10.1149_2.067203jes,measurement_without_case,MEASUREMENT_ONLY_FIGURE,UNRESOLVED,M::10.1149_2.067203jes__Fig1a__exp01,,1,,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on
10.1149_2.067203jes,measurement_without_case,MEASUREMENT_ONLY_FIGURE,UNRESOLVED,M::10.1149_2.067203jes__Fig1a__exp02,,1,,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on
10.1149_2.067203jes,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1149_2.067203jes__Fig4a,,4,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1149_2.067203jes,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1149_2.067203jes__Fig4b,,4,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1149_2.067203jes,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1149_2.067203jes__Fig4c,,4,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1149_2.067203jes,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1149_2.067203jes__Fig4e,,4,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1149_2.067203jes,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1149_2.067203jes__Fig4f,,4,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1149_2.067203jes,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1149_2.067203jes__Fig4g,,4,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1149_2.067203jes,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1149_2.067203jes__Fig4h,,4,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1149_2.067203jes,measurement_without_case,SOURCE_TRULY_UNSPECIFIED,UNRESOLVED,M::10.1149_2.067203jes__Fig9a__exp01,,9,,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on
10.1149_2.067203jes,measurement_without_case,SOURCE_TRULY_UNSPECIFIED,UNRESOLVED,M::10.1149_2.067203jes__Fig9a__exp02,,9,,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on
10.1149_2.067203jes,measurement_without_case,SOURCE_TRULY_UNSPECIFIED,UNRESOLVED,M::10.1149_2.067203jes__Fig9b__exp01,,9,,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on
10.1149_2.067203jes,measurement_without_case,SOURCE_TRULY_UNSPECIFIED,UNRESOLVED,M::10.1149_2.067203jes__Fig9b__exp02,,9,,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on
10.1149_2.067203jes,measurement_without_case,SOURCE_TRULY_UNSPECIFIED,UNRESOLVED,M::10.1149_2.067203jes__Fig10b,,10,,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on
10.1039_c7ta03257a,measurement_without_case,REFERENCE_BY_DESIGN,UNRESOLVED,M::10.1039_c7ta03257a__Fig7a__exp01,,7,,"the legend 'uncoated' names a comparison control, so this result is not attributed to a deposition case"
10.1039_c7ta03257a,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1039_c7ta03257a__Fig7a__exp02,,7,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_c7ta03257a,measurement_without_case,REFERENCE_BY_DESIGN,UNRESOLVED,M::10.1039_c7ta03257a__Fig8a__exp01,,8,,"the legend 'uncoated' names a comparison control, so this result is not attributed to a deposition case"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-084,CAND-10.103-085,5,7,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-084,CAND-10.103-086,5,7,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-084,CAND-10.103-087,5,7,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-084,CAND-10.103-088,5,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-084,CAND-10.103-089,5,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-084,CAND-10.103-090,5,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-084,CAND-10.103-091,5,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-084,CAND-10.103-092,5,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-084,CAND-10.103-093,5,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-084,CAND-10.103-094,5,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-084,CAND-10.103-095,5,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-085,CAND-10.103-088,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-085,CAND-10.103-089,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-085,CAND-10.103-090,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-085,CAND-10.103-091,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-085,CAND-10.103-092,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-085,CAND-10.103-094,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-085,CAND-10.103-095,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-086,CAND-10.103-088,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-086,CAND-10.103-089,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-086,CAND-10.103-090,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-086,CAND-10.103-091,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-086,CAND-10.103-092,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-086,CAND-10.103-094,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-086,CAND-10.103-095,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-087,CAND-10.103-088,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-087,CAND-10.103-089,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-087,CAND-10.103-090,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-087,CAND-10.103-091,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-087,CAND-10.103-092,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-087,CAND-10.103-094,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-087,CAND-10.103-095,7,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-088,CAND-10.103-092,8,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-088,CAND-10.103-093,8,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-088,CAND-10.103-095,8,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-089,CAND-10.103-092,8,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-089,CAND-10.103-093,8,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-089,CAND-10.103-095,8,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-090,CAND-10.103-092,8,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-090,CAND-10.103-093,8,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-090,CAND-10.103-095,8,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-091,CAND-10.103-092,8,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-091,CAND-10.103-093,8,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,candidate_pair,CONDITION_ONLY_NO_POSITIVE_LINK,UNRESOLVED,CAND-10.103-091,CAND-10.103-095,8,8,"case-defining conditions agree, but the source states no positive linkage (same sample / same run / shared sample code) between these results; missing is not the same as same"
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1039_d0cp03358h__Fig5b__exp02,,5,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1039_d0cp03358h__Fig5b__exp03,,5,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1039_d0cp03358h__Fig9b__exp01,,9,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1039_d0cp03358h__Fig9b__exp02,,9,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1039_d0cp03358h__Fig9b__exp03,,9,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1039_d0cp03358h__Fig9c__exp01,,9,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1039_d0cp03358h__Fig9c__exp02,,9,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1039_d0cp03358h__Fig9c__exp03,,9,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1039_d0cp03358h__Fig9e__exp01,,9,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1039_d0cp03358h__Fig9e__exp02,,9,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1039_d0cp03358h__Fig9e__exp03,,9,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1039_d0cp03358h__Fig9f__exp01,,9,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1039_d0cp03358h__Fig9f__exp02,,9,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::10.1039_d0cp03358h__Fig9f__exp03,,9,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::SUP::10.1039_d0cp03358h::F2a,,2,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::SUP::10.1039_d0cp03358h::F2b,,2,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::SUP::10.1039_d0cp03358h::F2c,,2,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
10.1039_d0cp03358h,measurement_without_case,PROVENANCE_CHAIN_INCOMPLETE,UNRESOLVED,M::SUP::10.1039_d0cp03358h::F2d,,2,,no statement in the section reporting this figure identifies which synthesis produced the measured specimen
