review,ref_index,doi,resolution_method,match_score,article_title,journal,year,unstructured
cremers2019,22,10.1149/1.2813881,crossref_deposited,,TiO2/Al2O3/TiO2 nanolaminated thin films for DRAM capacitor deposited by plasma-enhanced atomic layer deposition,Electrochem. Solid State,2008,
cremers2019,23,10.1016/j.sse.2012.04.005,crossref_deposited,,Enhancement of FinFET performance using 25-nm-thin sidewall spacer grown by atomic layer deposition,Solid-State Electron.,2012,
cremers2019,24,10.1149/06001.0513ecst,crossref_deposited,,(Keynote) atomic layer deposition trends and challenges in high-k/metal gate and alternative channel CMOS processing,ECS Trans.,2014,
cremers2019,25,10.1007/s11432-016-5566-0,crossref_deposited,,3D resistive RAM cell design for high-density storage class memory—A review,Sci. China Inform. Sci.,2016,
cremers2019,26,10.1166/jnn.2013.7625,crossref_deposited,,Characteristics of junctionless charge trap flash memory for 3D stacked NAND flash,J. Nanosci. Nanotechnology,2013,
cremers2019,27,10.1088/1361-6641/aa7ade,crossref_deposited,,Atomic layer deposition of ZnO: A review atomic layer deposition: An enabling technology for the growth of functional nanoscale semiconductors,Semicond. Sci. Technol..,2017,
cremers2019,28,10.1063/1.1570926,crossref_deposited,,Atomic-layer deposition of wear-resistant coatings for microelectromechanical devices,Appl. Phys. Lett.,2003,
cremers2019,29,10.1016/s0924-4247(02)00319-9,crossref_deposited,,Atomic layer deposited protective coatings for micro-electromechanical systems,Sens. Actuator,2003,
cremers2019,30,10.1016/j.nanoen.2016.01.016,crossref_deposited,,Electrocatalysts by atomic layer deposition for fuel cell applications,Nano Energy,2016,
cremers2019,31,10.1088/0268-1242/27/7/074002,crossref_deposited,,Atomic layer deposition for photovoltaics: Applications and prospects for solar cell manufacturing,Semicond. Sci. Technol.,2012,
cremers2019,32,10.1039/c1nr10349k,crossref_deposited,,Nanoengineering and interfacial engineering of photovoltaics by atomic layer deposition,Nanoscale,2011,
cremers2019,33,10.1116/1.4728205,crossref_deposited,,Status and prospects of Al2O3-based surface passivation schemes for silicon solar cells,J. Vac. Sci. Technol. A,2012,
cremers2019,34,10.1039/c5ta08435k,crossref_deposited,,Atomically precise growth of sodium titanates as anode materials for high-rate and ultralong cycle-life sodium-ion batteries,J. Mater. Chem. A,2015,
cremers2019,35,10.1002/admi.201600564,crossref_deposited,,Atomic layer deposition for lithium-based batteries,Adv. Mater. Interfaces,2016,
cremers2019,36,10.1021/acsnano.5b02166,crossref_deposited,,Next-generation lithium metal anode engineering via atomic layer deposition,ACS Nano,2015,
cremers2019,37,10.1116/1.3660699,crossref_deposited,,Atomic layer deposition for nanostructured Li-ion batteries,J. Vac. Sci. Technol. A,2012,
cremers2019,38,10.1002/adma.201200397,crossref_deposited,,Emerging applications of atomic layer deposition for lithium-ion battery studies,Adv. Mater.,2012,
cremers2019,39,10.1021/cs501862h,crossref_deposited,,Catalyst design with atomic layer deposition,ACS Catal.,2015,
cremers2019,40,10.1016/s0167-2991(99)80570-9,crossref_deposited,,Adsorption controlled preparation of heterogenous catalysts,Stud. Surf. Sci. Catal.,1999,
cremers2019,41,10.1146/annurev-chembioeng-060816-101547,crossref_deposited,,Nanoengineering heterogeneous catalysts by atomic layer deposition,Annu. Rev. Chem. Biomol.,2017,
cremers2019,42,10.3390/inorganics6010034,crossref_deposited,,Atomic layer deposition on porous materials: Problems with conventional approaches to catalyst and fuel cell electrode preparation,Inorganics,2018,
cremers2019,43,10.1116/1.5000587,crossref_deposited,,Review article: Catalysts design and synthesis via selective atomic layer deposition,J. Vac. Sci. Technol. A,2018,
cremers2019,44,,unresolved,49.8,Atomic layer deposition in nanoporous catalyst materials,,2015,
cremers2019,45,,unresolved,16.5,,,2017,
cremers2019,46,10.1021/la9916981,crossref_deposited,,Atomic layer deposition of SiO2 and TiO2 in alumina tubular membranes: Pore reduction and effect of surface species on gas transport,Langmuir,2000,
cremers2019,47,10.1016/j.memsci.2012.01.005,crossref_deposited,,Modification of ceramic membranes for pore structure tailoring: The atomic layer deposition route,J. Membr. Sci.,2012,
cremers2019,48,10.1116/1.4938104,crossref_deposited,,Atomic layer deposition on polymer fibers and fabrics for multifunctional and electronic textiles,J. Vac. Sci. Technol. A,2016,
cremers2019,49,10.1016/j.ijpharm.2017.04.031,crossref_deposited,,Surface modification of acetaminophen particles by atomic layer deposition,Int. J. Pharm.,2017,
cremers2019,50,10.1116/1.4968201,crossref_deposited,,Monte Carlo simulations of atomic layer deposition on 3D large surface area structures: Required precursor exposure for pillar- versus hole-type structures,J. Vac. Sci. Technol. A,2017,
cremers2019,51,10.1002/andp.19093330106,crossref_deposited,,Die Gesetze der Molekularströmung und der inneren Reibungsströmung der Gase durch Röhren,Ann. Phys.,1909,
cremers2019,52,,unresolved,,,,2004,
cremers2019,53,10.1007/s11242-012-9966-3,crossref_deposited,,Knudsen diffusion through cylindrical tubes of varying radii: Theory and Monte Carlo simulations,Transp. Porous Med.,2012,
cremers2019,54,,unresolved,,,,1970,
cremers2019,55,10.1039/c3mh00136a,crossref_deposited,,Spatial atmospheric atomic layer deposition: A new laboratory and industrial tool for low-cost photovoltaics,Mater. Horiz.,2014,
cremers2019,56,10.1557/mrs.2011.239,crossref_deposited,,"Advanced process technologies: Plasma, direct-write, atmospheric pressure, and roll-to-roll ALD",MRS Bull.,2011,
cremers2019,57,10.1116/1.3670745,crossref_deposited,,Spatial atomic layer deposition: A route towards further industrialization of atomic layer deposition,J. Vac. Sci. Technol. A,2012,
cremers2019,58,,unresolved,22.5,,,,"T. Suntola and J. Antson, U.S. Patent No. 4,058,430 (November 1977)."
cremers2019,59,,unresolved,26.0,,,,"T. Suntola, A. Pakkala, and S. G. Lindfors, U.S. Patent No. 4,389,973 (28 June 1983)."
cremers2019,60,10.1021/am2013097,crossref_deposited,,Spatial atomic layer deposition of zinc oxide thin films,ACS Appl. Mater. Interfaces,2012,
cremers2019,61,10.1002/cvde.200390005,crossref_deposited,,A kinetic model for step coverage by atomic layer deposition in narrow holes or trenches,Chem. Vap. Depos.,2003,
cremers2019,62,10.1021/acs.accounts.8b00012,crossref_deposited,,The chemistry of inorganic precursors during the chemical deposition of films on solid surfaces,Acc. Chem. Res.,2018,
cremers2019,63,10.1021/jz300125f,crossref_deposited,,The surface chemistry of atomic layer depositions of solid,J. Phys. Chem. Lett.,2012,
cremers2019,64,10.1021/cm0303080,crossref_deposited,,Conformal coating on ultrahigh-aspect-ratio nanopores of anodic alumina by atomic layer deposition,Chem. Mater.,2003,
cremers2019,65,10.1149/1.3491381,crossref_deposited,,Conformality of plasma-assisted ALD: Physical processes and modeling,J. Electrochem. Soc.,2010,
cremers2019,66,10.1149/1.3072694,crossref_deposited,,Modeling the conformality of atomic layer deposition: The effect of sticking probability,J. Electrochem. Soc.,2009,
cremers2019,67,10.1016/j.surfcoat.2012.02.038,crossref_deposited,,Conformality of thermal and plasma enhanced atomic layer deposition on a non-woven fibrous substrate,Surf. Coat. Technol.,2012,
cremers2019,68,10.1149/1.3301664,crossref_deposited,,Conformality of Al2O3 and AlN deposited by plasma-enhanced atomic layer deposition,J. Electrochem. Soc.,2010,
cremers2019,69,10.1103/physrevlett.81.3014,crossref_deposited,,Crystalline oxides on silicon: The first five monolayers,Phys. Rev. Lett.,1998,
cremers2019,70,,unresolved,,,,2016,
cremers2019,71,10.1063/1.1937476,crossref_deposited,,Enhanced step coverage by oblique angle physical vapor deposition,J. Appl. Phys.,2005,
cremers2019,72,10.1002/cvde.200806713,crossref_deposited,,Thin polymer films with high step coverage in microtrenches by initiated CVD,Chem. Vap. Depos.,2008,
cremers2019,73,10.1063/1.5028178,crossref_deposited,,Modeling growth kinetics of thin films made by atomic layer deposition in lateral high-aspect-ratio structures,J. Appl. Phys.,2018,
cremers2019,74,10.1021/cm020357x,crossref_deposited,,Atomic layer deposition of hafnium and zirconium oxides using metal amide precursors,Chem. Mater.,2002,
cremers2019,75,10.1557/jmr.2007.0152,crossref_deposited,,Properties of ultrathin platinum deposited by atomic layer deposition for nanoscale copper-metallization schemes,J. Mater. Res.,2007,
cremers2019,76,10.1016/j.matlet.2004.09.030,crossref_deposited,,"Low-impurity, highly conformal atomic layer deposition of titanium nitride using NH3-Ar-H2 plasma treatment for capacitor electrodes",Mater. Lett.,2005,
cremers2019,77,10.1021/acsami.6b06175,crossref_deposited,,Plasma-enhanced atomic layer deposition of silicon nitride using a novel silylamine precursor,ACS Appl. Mater. Interfaces,2016,
cremers2019,78,10.1351/pac199466081739,crossref_deposited,,Recommendations for the characterization of porous solids,Pure Appl. Chem.,1994,
cremers2019,79,10.1364/ao.49.001242,crossref_deposited,,Optical coatings in microscale channels by atomic layer deposition,Appl. Opt.,2010,
cremers2019,80,10.1002/admi.201600254,crossref_deposited,,High-aspect-ratio parallel-plate microchannels applicable to kinetic analysis of chemical vapor deposition,Adv. Mater. Interfaces,2016,
cremers2019,81,10.1021/cm021772s,crossref_deposited,,Highly conformal thin films of tungsten nitride prepared by atomic layer deposition from a novel precursor,Chem. Mater.,2003,
cremers2019,82,10.1116/1.4903941,crossref_deposited,,Microscopic silicon-based lateral high-aspect-ratio structures for thin film conformality analysis,J. Vac. Sci. Technol. A,2015,
cremers2019,83,10.1021/acs.langmuir.6b03007,crossref_deposited,,Nucleation and conformality of iridium and iridium oxide thin films grown by atomic layer deposition,Langmuir,2016,
cremers2019,84,10.1109/bald.2016.7886526,bibliographic_search,96.6,Influence of ALD temperature on thin film conformality: Investigation with microscopic lateral high-aspect-ratio structures,,2016,
cremers2019,85,10.1016/j.tsf.2009.12.029,crossref_deposited,,TEM characterization of ALD layers in deep trenches using a dedicated FIB lamellae preparation method,Thin Solid Films,2010,
cremers2019,86,10.1088/0957-4484/24/37/375301,crossref_deposited,,Microfluidic hydrothermal growth of ZnO nanowires over high aspect ratio microstructures,Nanotechnology,2013,
cremers2019,87,10.1364/oe.19.026056,crossref_deposited,,Large-area plasmonic hot-spot arrays: Sub-2 nm interparticle separations with plasma-enhanced atomic layer deposition of Ag on periodic arrays of Si nanopillars,Opt. Express,2011,
cremers2019,88,10.1021/acs.chemmater.6b00853,crossref_deposited,,Plasma-enhanced atomic layer deposition of iron phosphate as a positive electrode for 3D lithium-ion microbatteries,Chem. Mater.,2016,
cremers2019,89,10.1016/j.jpowsour.2013.09.097,crossref_deposited,,Enhanced lithiation and fracture behavior of silicon mesoscale pillars via atomic layer coatings and geometry design,J. Power Sources,2014,
cremers2019,90,10.1039/c4tc01961j,crossref_deposited,,Atomic layer deposition of ruthenium at 100 °C using the RuO4-precursor and H2,J. Mater. Chem. C,2015,
cremers2019,91,10.1002/smll.200700815,crossref_deposited,,TEM-based metrology for HfO2 layers and nanotubes formed in anodic aluminum oxide nanopore structures,Small,2008,
cremers2019,92,10.1155/jnm/2006/64501,crossref_deposited,,Atomic layer deposition for the conformal coating of nanoporous materials,J. Nanomater.,2006,
cremers2019,93,10.1016/j.mee.2009.11.163,crossref_deposited,,Preparation of Ru thin film layer on Si and TaN/Si as diffusion barrier by plasma enhanced atomic layer deposition,Microelectron. Eng.,2010,
cremers2019,94,10.1039/c3ra42928h,crossref_deposited,,Atomic layer deposition-based synthesis of photoactive TiO2 nanoparticle chains by using carbon nanotubes as sacrificial templates,RSC Adv.,2014,
cremers2019,95,10.1016/s0022-0248(03)00967-9,crossref_deposited,,Al2O3 coating of ZnO nanorods by atomic layer deposition,J. Cryst. Growth,2003,
cremers2019,96,10.3762/bjnano.5.25,crossref_deposited,,Modeling and optimization of atomic layer deposition processes on vertically aligned carbon nanotubes,Beilstein J. Nanotechnol.,2014,
cremers2019,97,10.1039/c0ee00086h,crossref_deposited,,TiO2 inverse-opal electrode fabricated by atomic layer deposition for dye-sensitized solar cell applications,Energy Environ. Sci.,2011,
cremers2019,98,10.1063/1.1900957,crossref_deposited,,Fabrication of inverted opal ZnO photonic crystals by atomic layer deposition,Appl. Phys. Lett.,2005,
cremers2019,99,10.1063/1.2901880,crossref_deposited,,Quantum chemical study of the initial surface reactions of atomic layer deposition GaAs for photonic crystal fabrication,Appl. Phys. Lett.,2008,
cremers2019,100,10.1063/1.2926917,crossref_deposited,,Atomic layer deposition of tungsten thin films on opals in the visible region,AIP Conf. Proc.,2008,
cremers2019,101,10.1021/jp111314b,crossref_deposited,,In situ X-ray fluorescence measurements during atomic layer deposition: nucleation and growth of TiO2,J. Phys. Chem. C,2011,
cremers2019,102,10.1021/la300045z,crossref_deposited,,In situ monitoring of atomic layer deposition in nanoporous thin films using ellipsometric porosimetry,Langmuir,2012,
cremers2019,103,10.1149/1.1836500,crossref_deposited,,Deposition of tin oxide into porous silicon by atomic layer epitaxy,J. Electrochem. Soc.,1996,
cremers2019,104,10.1016/s0040-6090(96)09428-x,crossref_deposited,,Porous silicon host matrix for deposition by atomic layer epitaxy,Thin Solid Films,1997,
cremers2019,105,10.1021/jp1030587,crossref_deposited,,Atomic layer deposition of aluminum oxide in mesoporous silica gel,J. Phys. Chem. C,2010,
cremers2019,106,10.1021/ja4050828,crossref_deposited,,Vapor-phase metalation by atomic layer deposition in a metal-organic framework,J. Am. Chem. Soc.,2013,
cremers2019,107,10.1021/cm301205p,crossref_deposited,,Anisotropic atomic layer deposition profiles of TiO2 in hierarchical silica material with multiple porosity,Chem. Mater.,2012,
cremers2019,108,10.1021/cm011176i,crossref_deposited,,Growth of aluminum nitride on porous alumina and silica through separate saturated gas-solid reactions of trimethylaluminum and ammonia,Chem. Mater.,2002,
cremers2019,109,10.1006/jcat.1996.0276,crossref_deposited,,Surface characteristics and activity of chromia/alumina catalysts prepared by atomic layer epitaxy,J. Catal.,1996,
cremers2019,110,,unresolved,56.4,,,,"J. Dendooven, “Modeling and in situ characterization of the conformality of atomic layer deposition in high aspect ratio structures and nanoporous materials,” Ph.D. thesis (Ghent University, Belgium, 2012)."
cremers2019,111,10.1039/c4nr05049e,crossref_deposited,,Atomic layer deposition-based tuning of the pore size in mesoporous thin films studied by in situ grazing incidence small angle X-ray scattering,Nanoscale,2014,
cremers2019,112,10.1039/c2ee21110f,crossref_deposited,,Atomic layer deposition of vanadium oxide on carbon nanotubes for high-power supercapacitor electrodes,Energ. Environ. Sci.,2012,
cremers2019,113,10.1088/0957-4484/3/2/001,crossref_deposited,,Study of reactive ion etched nanometre size trenches using a combined scanning electron microscope and scanning tunnelling microscope,Nanotechnology,1992,
cremers2019,114,10.1149/1.1603254,crossref_deposited,,Etching high aspect ratio silicon trenches,J. Electrochem. Soc.,2003,
cremers2019,115,10.1088/0964-1726/10/6/302,crossref_deposited,,Deep reactive ion etching: A promising technology for micro- and nanosatellites,Smart Mater. Struct.,2001,
cremers2019,116,10.1016/j.mee.2013.06.010,crossref_deposited,,Deep reactive ion etching of sub-micrometer trenches with ultra high aspect ratio,Microelectron. Eng.,2014,
cremers2019,117,10.1143/jjap.35.l126,crossref_deposited,,Fabrication of gold nanodot array using anodic porous alumina as an evaporation mask,"Jpn. J. Appl. Phys., Part 2",1996,
cremers2019,118,10.1021/acs.langmuir.6b03119,crossref_deposited,,Atomic layer deposition for coating of high aspect ratio TiO2 nanotube layers,Langmuir,2016,
cremers2019,119,10.1016/j.radmeas.2009.10.028,crossref_deposited,,Track-etch membranes enabled nano-/microtechnology: A review,Radiat. Meas.,2009,
cremers2019,120,10.1039/b516499k,crossref_deposited,,Nanostructured TiO2 membranes by atomic layer deposition,J. Mater. Chem.,2006,
cremers2019,121,10.1016/j.snb.2007.09.077,crossref_deposited,,Fabrication and fluidic characterization of silicon micropillar array electrospray ionization chip,Sens. Actuator B,2008,
cremers2019,122,10.1021/am505107s,crossref_deposited,,"Conformal atomic layer deposition of alumina on millimeter tall, vertically-aligned carbon nanotube arrays",ACS Appl. Mater. Interfaces,2014,
cremers2019,123,10.1021/cm0605421,crossref_deposited,,CVD growth kinetics of HfB2 thin films from the single-source precursor Hf(BH4)4,Chem. Mater.,2006,
cremers2019,124,10.1116/1.4971196,crossref_deposited,,Experimental and simulation approach for process optimization of atomic layer deposited thin films in high aspect ratio 3D structures,J. Vac. Sci. Technol. A,2017,
cremers2019,125,10.1088/1361-651x/aa5f9d,crossref_deposited,,Simulation approach of atomic layer deposition in large 3D structures,Modell. Simul. Mater. Sci. Eng.,2017,
cremers2019,126,10.1016/j.poly.2005.10.019,crossref_deposited,,The crystal structure of tetrakis(dimethylamino)titanium(IV),Polyhedron,2006,
cremers2019,127,10.1039/c7ta03257a,crossref_deposited,,3D porous nanostructured platinum prepared using atomic layer deposition,J. Mater. Chem. A,2017,
cremers2019,128,10.1016/j.jcat.2018.01.018,crossref_deposited,,"Catalytic carpets: Pt@MIL-101@electrospun PCL, a surprisingly active and robust hydrogenation catalyst",J. Catal.,2018,
cremers2019,129,,unresolved,25.7,Future applications and challenges for ALD in microelectronics,,,
cremers2019,130,10.1002/(sici)1521-3862(199901)5:1&lt;7::aid-cvde7&gt;3.0.co;2-j,crossref_deposited,,Perfectly conformal TiN and Al2O3 films deposited by atomic layer deposition,Chem. Vap. Depos.,1999,
cremers2019,131,10.1088/0957-4484/24/1/015602,crossref_deposited,,Pt-Al2O3 dual layer atomic layer deposition coating in high aspect ratio nanopores,Nanotechnology,2013,
cremers2019,132,10.1016/j.mee.2013.01.031,crossref_deposited,,Atomic layer deposition for high aspect ratio through silicon vias,Microelectron. Eng.,2013,
cremers2019,133,10.1116/1.4973350,crossref_deposited,,Effect of reactor pressure on the conformal coating inside porous substrates by atomic layer deposition,J. Vac. Sci. Technol. A,2017,
cremers2019,134,10.1186/s11671-015-0872-9,crossref_deposited,,"AAO-assisted synthesis of highly ordered, large-scale TiO2 nanowire arrays via sputtering and atomic layer deposition",Nanoscale Res. Lett.,2015,
cremers2019,135,10.1016/j.apsusc.2017.06.016,crossref_deposited,,A pressure tuned stop-flow atomic layer deposition process for MoS2 on high porous nanostructure and fabrication of TiO2/MoS2 core/shell inverse opal structure,Appl. Surf. Sci.,2017,
cremers2019,136,10.1021/ja072465w,crossref_deposited,,Ordered iron oxide nanotube arrays of controlled geometry and tunable magnetism by atomic layer deposition,J. Am. Chem. Soc.,2007,
cremers2019,137,10.1038/srep18401,crossref_deposited,,Controlled phase and tunable magnetism in ordered iron oxide nanotube arrays prepared by atomic layer deposition,Sci. Rep.,2016,
cremers2019,138,10.1021/am508590j,crossref_deposited,,Surface engineered CuO nanowires with ZnO islands for CO2 photoreduction,ACS Appl. Mater. Interfaces,2015,
cremers2019,139,10.1002/adma.200304452,crossref_deposited,,Ruthenium oxide nanotube arrays fabricated by atomic layer deposition using a carbon nanotube template,Adv. Mater.,2003,
cremers2019,140,10.1021/acsami.7b02883,crossref_deposited,,Boron nitride nanoporous membranes with high surface charge by atomic layer deposition,ACS Appl. Mater. Interfaces,2017,
cremers2019,141,,unresolved,,,,2004,
cremers2019,142,10.1149/1.3575163,crossref_deposited,,Thermal atomic layer deposition (ALD) of Ru films for Cu direct plating,J. Electrochem. Soc.,2011,
cremers2019,143,10.1149/1.3207867,crossref_deposited,,Low temperature atomic layer deposition of ruthenium thin films using isopropylmethylbenzene-cyclohexadiene-ruthenium and O2,Electrochem. Solid State,2009,
cremers2019,144,10.1088/0957-4484/19/04/045302,crossref_deposited,,Ru nanostructure fabrication using an anodic aluminum oxide nanotemplate and highly conformal Ru atomic layer deposition,Nanotechnology,2008,
cremers2019,145,10.1149/1.2403081,crossref_deposited,,"Atomic layer deposition of Ru thin films using 2,4-(dimethylpentadienyl)(ethylcyclopentadienyl)Ru by a liquid injection system",J. Electrochem. Soc.,2007,
cremers2019,146,10.1016/j.tsf.2013.03.074,crossref_deposited,,Atomic layer deposition of ruthenium (Ru) thin films using ethylbenzen-cyclohexadiene Ru(0) as a seed layer for copper metallization,Thin Solid Films,2013,
cremers2019,147,10.1149/2.001303jss,crossref_deposited,,Atomic layer deposition of Ru thin films using a Ru(0) metallorganic precursor and O2,ECS J. Solid State Sci.,2012,
cremers2019,148,10.1038/nnano.2014.247,crossref_deposited,,An all-in-one nanopore battery array,Nat. Nanotechnol.,2014,
cremers2019,149,10.1149/1.3533387,crossref_deposited,,Atomic layer deposition of ruthenium films from (ethylcyclopentadienyl)(pyrrolyl)ruthenium and oxygen,J. Electrochem. Soc.,2011,
cremers2019,150,10.1149/1.1640633,crossref_deposited,,Atomic layer deposition of ruthenium thin films for copper glue layer,J. Electrochem. Soc.,2004,
cremers2019,151,10.1149/1.2901542,crossref_deposited,,Formation of Ru nanotubes by atomic layer deposition onto an anodized aluminum oxide template,Electrochem. Solid State,2008,
cremers2019,152,10.1016/j.tsf.2006.05.049,crossref_deposited,,Atomic layer deposition of palladium films on Al2O3 surfaces,Thin Solid Films,2006,
cremers2019,153,10.1063/1.2245216,crossref_deposited,,Atomic layer deposition of W on nanoporous carbon aerogels,Appl. Phys. Lett.,2006,
cremers2019,154,10.1364/oic.2007.tuepdp2,crossref_deposited,,,,,"T. Pilvi, “Atomic layer deposition for optical applications: Metal fluoride thin films and novel devices,” Ph.D. thesis (University of Helsinki, Finland, 2008)."
cremers2019,155,10.1016/j.mee.2018.01.027,crossref_deposited,,Towards sub-micrometer high aspect ratio X-ray gratings by atomic layer deposition of iridium,Microelectron. Eng.,2018,
cremers2019,156,10.1116/1.4904398,crossref_deposited,,Enhancing the platinum atomic layer deposition infiltration depth inside anodic alumina nanoporous membrane,J. Vac. Sci. Technol. A,2015,
cremers2019,157,10.1002/adfm.201000389,crossref_deposited,,Tuning the composition and nanostructure of Pt/Ir films via anodized aluminum oxide templated atomic layer deposition,Adv. Funct. Mater.,2010,
cremers2019,158,10.1007/s12274-010-0066-9,crossref_deposited,,Precise control of highly ordered arrays of nested semiconductor/metal nanotubes,Nano Res.,2011,
cremers2019,159,10.1021/cm9031978,crossref_deposited,,Atomic layer deposition of Ir-Pt alloy films,Chem. Mater.,2010,
cremers2019,160,10.1109/iedm.2003.1269265,bibliographic_search,68.6,A model for Al2O3 ALD conformity and deposition rate from oxygen precursor reactivity,Tech. Dig.-Int Electron Devices. Meet.,,
cremers2019,161,10.1039/b908615c,crossref_deposited,,A novel approach for fabrication of bismuth-silicon dioxide core-shell structures by atomic layer deposition,J. Mater. Chem.,2009,
cremers2019,162,10.1016/j.apsusc.2009.02.055,crossref_deposited,,Applied surface science method to determine the sticking coefficient of precursor molecules in atomic layer deposition,Appl. Surf. Sci.,2009,
cremers2019,163,10.1016/j.apsusc.2010.01.025,crossref_deposited,,Temperature dependence of the sticking coefficient in atomic layer deposition,Appl. Surf. Sci.,2010,
cremers2019,164,10.1021/jp110203x,crossref_deposited,,Atomic layer deposition of Fe2O3 using ferrocene and ozone,J. Phys. Chem. C,2011,
cremers2019,165,10.1021/acsnano.5b03694,crossref_deposited,,Low-temperature atomic layer deposition of crystalline and photoactive ultrathin hematite films for solar water splitting,ACS Nano,2015,
cremers2019,166,10.1002/cvde.201006891,crossref_deposited,,Thin films of cobalt oxide deposited on high aspect ratio supports by atomic layer deposition,Chem. Vap. Depos.,2011,
cremers2019,167,10.1016/j.electacta.2015.07.016,crossref_deposited,,"Engineering a three-dimensional, photoelectrochemically active p-NiO/i-Sb2S3 junction by atomic layer deposition",Electrochim. Acta,2015,
cremers2019,168,10.1088/0957-4484/27/34/345709,crossref_deposited,,Temperature-dependent magnetic properties of Ni nanotubes synthesized by atomic layer deposition,Nanotechnology,2016,
cremers2019,169,10.1116/1.4937728,crossref_deposited,,Spatial atomic layer deposition on flexible porous substrates: ZnO on anodic aluminum oxide films and Al2O3 on Li ion battery electrodes,J. Vac. Sci. Technol. A,2016,
cremers2019,170,10.1021/nn505731n,crossref_deposited,,Size-tuned ZnO nanocrucible arrays for magnetic nanodot synthesis via atomic layer deposition-assisted block polymer lithography,ACS Nano,2015,
cremers2019,171,10.1021/cm801187t,crossref_deposited,,Atomic layer deposition of platinum oxide and metallic platinum thin films from pt(acac)2 and Ozone,Chem. Mater.,2008,
cremers2019,172,10.1021/cm901687w,crossref_deposited,,Atomic layer deposition of iridium thin films by consecutive oxidation and reduction steps,Chem. Mater.,2009,
cremers2019,173,10.1149/2.069206jes,crossref_deposited,,Ru Films from Bis(ethylcyclopentadienyl)ruthenium using ozone as a reactant by atomic layer deposition for capacitor electrodes,J. Electrochem. Soc.,2012,
cremers2019,174,10.1021/jp403455a,crossref_deposited,,Low-temperature atomic layer deposition of platinum using (methylcyclopentadienyl)trimethylplatinum and ozone,J. Phys. Chem. C,2013,
cremers2019,175,10.1039/c5ta00205b,crossref_deposited,,Systematic increase of electrocatalytic turnover at nanoporous platinum surfaces prepared by atomic layer deposition,J. Mater. Chem. A,2015,
