paper,object_a,object_b,reason_class,evidence,resolvable,final_status
10.1039_d0cp03358h,M::SUP::10.1039_d0cp03358h::F2a,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::SUP::10.1039_d0cp03358h::F2b,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::SUP::10.1039_d0cp03358h::F2c,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::SUP::10.1039_d0cp03358h::F2d,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0cp03358h,M::IMG::10.1039_d0cp03358h::F6,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig2a__exp01,,MEASUREMENT_ONLY_FIGURE,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on,no - reports no deposition,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig2a__exp02,,MEASUREMENT_ONLY_FIGURE,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on,no - reports no deposition,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig2a__exp03,,MEASUREMENT_ONLY_FIGURE,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on,no - reports no deposition,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig2b__exp01,,MEASUREMENT_ONLY_FIGURE,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on,no - reports no deposition,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig2b__exp02,,MEASUREMENT_ONLY_FIGURE,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on,no - reports no deposition,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig2b__exp03,,MEASUREMENT_ONLY_FIGURE,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on,no - reports no deposition,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig6a,,SOURCE_TRULY_UNSPECIFIED,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on,no - the source does not say,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig6b,,SOURCE_TRULY_UNSPECIFIED,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on,no - the source does not say,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig6c,,SOURCE_TRULY_UNSPECIFIED,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on,no - the source does not say,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig6e,,SOURCE_TRULY_UNSPECIFIED,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on,no - the source does not say,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig6f,,SOURCE_TRULY_UNSPECIFIED,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on,no - the source does not say,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig6g,,SOURCE_TRULY_UNSPECIFIED,no deposition case is established for this result: the source does not state which deposition produced the specimen it was measured on,no - the source does not say,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig8a__exp01,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig8a__exp02,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig8b__exp01,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig8b__exp02,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig9a__exp01,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig9a__exp02,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig9a__exp03,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra09876k,M::10.1039_d0ra09876k__Fig9a__exp04,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_c5ta00205b,M::10.1039_c5ta00205b__Fig2a,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_c5ta00205b,M::10.1039_c5ta00205b__Fig2b,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_c5ta00205b,M::10.1039_c5ta00205b__Fig3a,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_c5ta00205b,M::10.1039_c5ta00205b__Fig4a,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_c5ta00205b,M::10.1039_c5ta00205b__Fig4b,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_c5ta00205b,M::10.1039_c5ta00205b__Fig10a,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_c5ta00205b,M::10.1039_c5ta00205b__Fig10b,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_c5ta00205b,M::10.1039_c5ta00205b__Fig11a__exp01,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_c5ta00205b,M::10.1039_c5ta00205b__Fig11a__exp02,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_c5ta00205b,M::10.1039_c5ta00205b__Fig13a__exp01,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_c5ta00205b,M::10.1039_c5ta00205b__Fig13a__exp02,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_c5ta00205b,M::10.1039_c5ta00205b__Fig13a__exp03,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_c5ta00205b,M::10.1039_c5ta00205b__Fig13a__exp04,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_c5ta00205b,M::10.1039_c5ta00205b__Fig13a__exp05,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1021_acs.langmuir.6b03119,M::10.1021_acs.langmuir.6b03119__Fig4a__exp01,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1021_acs.langmuir.6b03119,M::10.1021_acs.langmuir.6b03119__Fig4a__exp02,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1021_acs.langmuir.6b03119,M::10.1021_acs.langmuir.6b03119__Fig4b__exp01,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1021_acs.langmuir.6b03119,M::10.1021_acs.langmuir.6b03119__Fig4b__exp02,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1021_acs.langmuir.6b03119,M::10.1021_acs.langmuir.6b03119__Fig4d__exp01,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1021_acs.langmuir.6b03119,M::10.1021_acs.langmuir.6b03119__Fig4d__exp02,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig5a__exp02,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig5a__exp03,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig5a__exp04,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig5a__exp05,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig5a__exp06,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig5a__exp07,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig5b__exp02,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig5b__exp03,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig5b__exp04,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig5b__exp05,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig5b__exp06,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig5b__exp07,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig8a__exp02,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig8a__exp03,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig8a__exp04,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig8a__exp05,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
10.1039_d0ra01602k,M::10.1039_d0ra01602k__Fig8a__exp06,,PROVENANCE_CHAIN_INCOMPLETE,no statement in the section reporting this figure identifies which synthesis produced the measured specimen,no - the source names no protocol,UNRESOLVED
